age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
23,Female,UK,0.5,Instagram,2,Education,39.60366833323435,1,10.0,Low,20.461536737807904
18,Female,USA,4.4570483058481996,YouTube,1,Socializing,11.687668211568514,1,6.274962965738443,Medium,26.846717937961465
21,Female,India,5.4187433236116,Instagram,4,Entertainment,20.194799261448885,1,5.039833661823013,High,3.9376694123085016
18,Male,UK,5.1876738370414905,Instagram,4,Socializing,21.866440345434974,0,5.610338771651436,High,27.71970152718989
21,Female,Australia,3.6124479498746727,TikTok,2,Content Creation,27.92729734586983,0,6.8218653200712,Medium,32.84488577599576
19,Male,India,3.824969180775268,Instagram,1,Education,32.959407433822854,1,7.849582841015134,Medium,28.984695181941458
27,Female,India,6.254790802499882,Instagram,1,Entertainment,34.87799094312461,1,5.218286511655403,High,50.59274285160586
21,Female,UK,2.9473050313899525,Twitter,5,Entertainment,33.18500655607754,0,9.23473669902984,Medium,35.51891504659581
14,Male,UK,3.2853145965031643,YouTube,1,Socializing,21.034866140103286,1,6.8445004207784805,Medium,41.223259818836155
24,Female,UK,4.350733722674514,YouTube,2,Entertainment,22.41414552049935,1,6.2598404798724445,Medium,48.50622991623964
20,Female,Australia,5.357045478017369,Instagram,2,Content Creation,36.583402330418835,1,6.006462978777599,High,10.27907617414688
20,Male,USA,2.080833338293073,Instagram,2,Socializing,27.88882579577755,0,8.572922272000358,Low,80.93172394414307
14,Female,India,1.33872525662653,Snapchat,5,Socializing,20.44996968612878,1,8.28878770822543,Low,65.09462781791729
24,Female,Germany,2.7426373216765865,YouTube,2,Socializing,12.176308093880797,0,7.3960818163736874,Medium,19.669941494487407
26,Male,India,3.143797899476219,Instagram,5,Content Creation,14.687670452953093,1,6.875943242108572,Medium,28.579474204859572
16,Female,Germany,2.8978019656199114,Instagram,3,Education,25.992435571899325,1,7.3754091717323425,Medium,47.754311474341705
26,Female,UK,0.5679899256949179,YouTube,4,Socializing,28.58025683178084,0,8.853277265593265,Low,58.28640933306579
27,Female,India,4.773134385662437,Twitter,5,Education,36.29209531259819,1,7.098652873683996,Medium,47.80482088693756
23,Female,Canada,2.9933295361333876,YouTube,2,Entertainment,38.34312275296786,0,8.172254152681708,Medium,48.598287698413074
27,Female,Germany,4.616669478592025,YouTube,1,Education,20.133337390891455,1,5.508860265291456,Medium,0.0
19,Male,India,3.908604799347808,YouTube,4,Entertainment,26.639797254815104,0,8.480771981657659,Medium,48.648982951689334
23,Male,USA,5.208903391618712,Instagram,3,Education,25.334579048390623,1,5.410722519696815,High,65.38834375499016
16,Male,Brazil,4.693399093399921,Instagram,2,Entertainment,27.969907970859303,1,5.4327292227453015,Medium,46.11067716243812
16,Male,Germany,3.5215614439447647,Instagram,3,Entertainment,25.97746161890505,0,7.037635815113345,Medium,12.325495197949433
18,Female,Canada,3.007793030600454,Twitter,5,Entertainment,36.16930392256829,1,6.369218693011193,Medium,48.54878963447813
22,Female,Brazil,3.7910081572447845,TikTok,1,Entertainment,10.925687169552162,1,5.96067986949831,Medium,35.16025297245052
18,Female,India,1.9028319197459238,Twitter,3,Education,37.90976136454617,0,8.326807393046906,Low,62.22621532542457
22,Male,USA,7.163711615265174,TikTok,5,Socializing,37.76426444933513,1,4.317340439329616,High,28.749429478759172
27,Female,USA,2.0350341168337156,TikTok,3,Entertainment,21.96234718623393,1,9.139962860079205,Low,49.42894613300335
15,Male,Brazil,4.811356830289383,Instagram,1,Entertainment,11.425175109722389,1,5.720551732443456,Medium,42.90724423887112
27,Female,Brazil,3.5915423770315895,Twitter,5,Entertainment,10.31096179926923,1,8.588579596263996,Medium,83.15573562663107
21,Female,Germany,1.2690915535111222,Twitter,4,Socializing,27.732011964031035,1,9.468331093095475,Low,58.15079865826695
24,Male,India,2.1670330881817312,TikTok,4,Entertainment,47.50763759981397,1,8.909069334513482,Low,50.034083763491225
22,Male,India,2.7780308146357338,Twitter,2,Socializing,30.02909503210553,1,6.532816070854189,Medium,68.26478896047556
26,Female,USA,4.388305657941688,Snapchat,1,Socializing,23.306025488409183,0,5.089496594391238,Medium,47.89581115106017
23,Male,India,1.268833734433915,Snapchat,5,Education,9.70280459468096,1,9.053226579363493,Low,39.39802706465899
14,Female,USA,2.011813876483681,Twitter,4,Entertainment,6.3549487766664186,1,6.0985775249161485,Low,47.98028651447862
18,Male,UK,4.318806974295037,Snapchat,4,Education,12.77391734713664,1,8.160930862559994,Medium,49.3321670409407
24,Male,Canada,3.9584821275725126,Instagram,4,Entertainment,30.382131712528846,0,6.22365770252417,Medium,54.787591385693766
19,Other,India,6.012125001986817,TikTok,4,Socializing,16.6290268200547,0,5.508710313292264,High,64.8592478791662
24,Male,USA,0.5,YouTube,5,Entertainment,15.959039797818598,1,10.0,Low,58.489550408273814
25,Male,Brazil,0.5754828026864858,Instagram,4,Education,35.67639293398577,0,9.936491032622538,Low,33.26633885943834
21,Male,USA,2.2420952103113794,Instagram,4,Socializing,35.009697297686145,1,7.318198364874587,Low,26.955365543775578
25,Female,India,1.9702887525720092,YouTube,1,Entertainment,28.87004737738215,1,8.434391367884315,Low,48.410423239513065
15,Male,Canada,2.3265783828607978,Instagram,3,Content Creation,12.489257737315711,0,8.630746647035927,Low,24.766215650576427
22,Male,India,3.242610451832563,YouTube,1,Entertainment,37.4622555271898,0,7.411899789467799,Medium,3.112998473681735
15,Male,Canada,4.178112568474426,YouTube,5,Socializing,27.056756602508273,1,6.831686628838197,Medium,45.45826925295036
19,Male,USA,2.815072878885995,TikTok,4,Entertainment,20.086630414057442,1,5.715578123551596,Medium,4.280419428733154
26,Female,USA,2.602185425920326,YouTube,2,Content Creation,25.77892791188485,0,8.130768215625796,Medium,34.40965714315693
16,Female,India,3.355774222925228,Instagram,2,Socializing,22.37007983312407,0,8.250852102736244,Medium,41.843481205431296
25,Female,India,4.600373431239487,Instagram,5,Education,50.03349347436213,1,5.603750641974224,Medium,52.175010578231614
20,Female,UK,3.2819019155251237,Snapchat,5,Education,40.54619728301205,1,7.806828270147754,Medium,66.91222869980948
25,Male,Canada,1.7199719530877355,TikTok,4,Education,31.56015522548002,0,8.237887891521396,Low,62.64350525374124
19,Male,Canada,4.313225687638232,TikTok,5,Socializing,20.69706767004547,1,6.572889675312424,Medium,74.03636427595947
17,Male,USA,3.7331603052946662,TikTok,3,Socializing,12.067044042611455,1,6.6461984047831635,Medium,39.50762912487419
19,Male,Germany,6.281067285322615,Instagram,1,Entertainment,37.21069878437295,0,4.5879472993105885,High,40.91324528457296
15,Female,Germany,1.6083308966369279,TikTok,1,Entertainment,23.322386393693535,0,9.72618667622685,Low,47.584510427458085
24,Male,India,3.9126815666636463,YouTube,5,Socializing,26.519520892950627,0,6.731881225427927,Medium,14.321579273447561
14,Female,India,6.005582591761605,TikTok,2,News,17.345597374404253,1,4.288625975361231,High,19.855752971778855
18,Other,India,4.334197927582418,Instagram,5,Entertainment,19.89342243865961,0,8.308542219215942,Medium,59.08579326396118
14,Female,USA,2.349211700600288,YouTube,5,News,29.791182755009725,1,8.336895875924418,Low,4.093430119168453
15,Female,USA,4.308877563358439,Instagram,2,Socializing,26.75439496541869,0,7.601350569916727,Medium,49.30593975973217
18,Male,India,3.8544820509775346,YouTube,5,News,7.99821424188805,1,8.289198346336914,Medium,55.29838101721162
17,Male,Canada,4.173414997002298,Instagram,1,Socializing,30.203785220645518,0,6.25044311156463,Medium,40.96109977122532
20,Male,UK,3.9040040311390376,Instagram,1,Entertainment,19.453988346416196,1,7.802340272136422,Medium,40.66539230667712
21,Male,UK,2.066777221351633,YouTube,1,Education,18.6523588672404,0,8.644512028997099,Low,27.045406086329276
23,Male,Brazil,1.9701560411492478,Instagram,2,Socializing,36.74258218447795,1,9.293913999674805,Low,49.09977526812672
15,Female,USA,3.140809522057031,Instagram,1,Socializing,27.73553385888033,1,9.372450926689185,Medium,52.18676514566258
24,Female,India,3.62214945051244,YouTube,2,Socializing,18.80845933486195,0,6.255364501629913,Medium,19.18094825281524
22,Female,Canada,5.086898549616444,Instagram,2,Entertainment,18.236506398855717,0,7.24186344546458,High,22.247339332192546
15,Male,Canada,4.898526326480504,Instagram,2,Content Creation,41.28133787588545,1,6.021599595023248,Medium,4.218649238528641
15,Female,Brazil,2.0042181908406045,Twitter,5,Socializing,28.825121015482704,1,8.030295262794578,Low,29.27643167893873
25,Other,USA,4.274282755558501,Instagram,1,Entertainment,19.874125094201524,1,6.165076602756415,Medium,29.551790714707764
25,Female,USA,1.1812247031240628,TikTok,3,Education,37.260284817329726,1,9.866066043441435,Low,43.88754502551906
18,Male,Canada,3.5640145090707294,Instagram,4,Education,33.105547256606144,0,8.31199227642881,Medium,8.5654346545832
27,Female,Australia,2.91328658674626,Instagram,1,Entertainment,38.41851858821845,1,7.107194266652476,Medium,35.29019983920089
27,Male,USA,6.09919482632891,Instagram,2,Entertainment,30.32636983476566,1,5.357082086381365,High,18.64586631011589
13,Male,Germany,2.1440736877051094,Instagram,1,News,33.387505546573564,0,8.958419607107757,Low,36.37202691977446
19,Male,Brazil,3.439287035117357,TikTok,2,Entertainment,18.546031421937386,1,7.663585839732624,Medium,37.498865605920834
24,Female,USA,4.599432489259453,YouTube,1,Education,23.849026602262896,0,6.4687214291494115,Medium,77.33456268388612
13,Female,USA,2.0739352113817464,TikTok,2,Entertainment,22.85587444974465,0,8.114425676028587,Low,69.96462174814806
26,Female,UK,2.6779635161716984,Instagram,5,Entertainment,25.61162872829829,1,9.36643155943704,Medium,40.32810037024626
17,Female,India,1.8691659519948258,YouTube,5,Entertainment,8.27057594169925,1,8.570951151640283,Low,30.501161960105975
27,Female,Brazil,3.4249191455731047,YouTube,3,Entertainment,20.963657116605173,0,7.3243304238207365,Medium,25.591547978618877
22,Female,Germany,2.8399388239736303,YouTube,1,Socializing,36.81481320277589,1,8.342359282400801,Medium,40.96323977009427
25,Female,India,2.8326521543934167,YouTube,1,Entertainment,10.478389936534587,1,9.108042502495673,Medium,32.526412180437994
20,Male,Brazil,2.6183000630956617,YouTube,4,Socializing,25.06396520260396,1,8.082757057466806,Medium,62.248058942541526
16,Female,Germany,6.304349068761544,TikTok,5,Entertainment,29.16894185240526,0,6.2197570436915806,High,44.05974049383832
17,Male,Brazil,2.5320143317258603,YouTube,5,Education,41.563056758669305,0,8.04126558983538,Medium,52.842809357779
16,Female,UK,5.129419292982815,Instagram,1,Entertainment,21.970281222649803,1,6.316703961084839,High,31.412732345897325
24,Female,Brazil,3.2918119528078247,YouTube,5,Entertainment,22.64271876016713,0,7.955631658660741,Medium,66.76358405622392
24,Male,Germany,3.013294567426828,TikTok,4,Entertainment,36.48899765456821,0,6.140080032302613,Medium,75.2471290729738
26,Female,USA,3.1831436402938835,YouTube,5,Entertainment,17.925179188902963,1,9.967533978211986,Medium,73.01248175093531
16,Female,USA,2.7589627533971535,TikTok,4,Socializing,32.71902893313928,0,6.316421429871058,Medium,41.568446606508964
24,Male,USA,2.231576500811918,Instagram,2,Socializing,5.183567343581188,0,8.513168476249925,Low,36.1412185863872
20,Male,USA,4.952304559872306,Instagram,2,Education,26.57715713540345,1,6.506838596244402,Medium,48.52350460923692
14,Female,Canada,5.212881695080889,YouTube,3,Entertainment,30.96000044124743,1,5.697901422828742,High,28.68195983688562
13,Female,UK,1.7767922763834227,Snapchat,3,Socializing,18.934553163343626,1,8.196448301177622,Low,40.724201801646764
15,Female,Australia,3.1894592677429725,TikTok,4,Education,40.33550996982008,1,7.002706597599294,Medium,13.250930584303802
21,Other,Australia,1.7715681670662233,TikTok,2,News,19.53309884400612,1,8.281043998251473,Low,62.924140081523745
16,Female,USA,4.588450921163615,Twitter,3,Socializing,19.346958876942644,0,5.824936638862053,Medium,24.745648054946894
22,Male,UK,4.050860393748955,YouTube,5,Education,11.744399558939875,1,6.538890139046181,Medium,47.86220281283656
17,Female,Brazil,4.017202189119731,Snapchat,1,News,29.9564163097004,0,6.06301535369472,Medium,53.316655055560844
14,Female,UK,3.225655442445601,Instagram,5,Education,22.321577286011543,0,4.752673063126641,Medium,47.077143983954116
16,Female,India,1.6024666047674008,YouTube,4,Content Creation,21.690947969115467,0,10.0,Low,43.14924742470254
14,Other,Brazil,3.8598219917600183,TikTok,1,Entertainment,26.946626384270107,0,7.444736803900571,Medium,6.774116401710202
27,Male,Brazil,1.1591999459628628,TikTok,4,Entertainment,20.75128506287855,1,9.380711676938173,Low,33.93018071817137
14,Female,Germany,0.5,YouTube,2,Entertainment,32.70073833765024,0,9.404757324222151,Low,23.275259204350345
16,Other,India,4.502692306923297,Instagram,5,Entertainment,15.107654591017178,1,6.0270327681055855,Medium,76.48761888425476
18,Male,Canada,1.558548951384653,YouTube,4,Entertainment,5.0,1,8.530627803921105,Low,74.95690860206369
19,Male,Germany,3.015400864960682,YouTube,5,Socializing,8.789414080509204,1,8.661687332939968,Medium,44.81959894837512
22,Female,India,3.8029730209210446,Snapchat,5,Entertainment,35.34792833535937,1,6.142000887351267,Medium,30.791154863096963
15,Male,Germany,4.4132421597610065,YouTube,3,Entertainment,32.34689793460927,0,5.967400426820902,Medium,14.16890979046892
15,Female,Brazil,3.051838156777028,Instagram,1,Socializing,22.73184852569829,1,7.122686997538479,Medium,33.04900879510137
22,Female,India,3.1286537425470415,YouTube,4,Socializing,41.625623067852786,1,7.267039934301479,Medium,18.67740464415978
18,Female,Brazil,4.218698038303724,YouTube,2,Education,28.256008229990353,1,5.567859114482303,Medium,54.15396544766109
25,Female,Brazil,4.795073646119051,Twitter,1,Entertainment,38.51116150650596,0,6.9506184379104,Medium,18.9985179710721
24,Female,India,3.651599186061477,TikTok,1,Socializing,28.915425945381863,0,7.809640273072035,Medium,27.627494564408284
15,Male,UK,4.007317133718174,Instagram,3,Entertainment,30.780312534205038,1,4.340278335566726,Medium,38.55506535001137
25,Other,Brazil,6.1658775570199635,TikTok,5,Socializing,25.842750886037614,1,4.738221760657373,High,50.65688158582525
14,Male,India,1.429266641079587,Twitter,3,Entertainment,26.460886514429795,0,8.682626572553485,Low,65.45669446346241
20,Female,Canada,1.2517913703068912,Snapchat,4,Entertainment,11.188726254650387,1,9.763813621869195,Low,25.688988929451558
17,Male,Australia,2.4950656476156015,TikTok,1,Entertainment,43.84212051241929,1,7.681669255504638,Low,18.855869046116265
27,Female,USA,3.8175968301016137,YouTube,2,News,27.472450269254264,0,8.17829924300019,Medium,18.184078438922135
13,Female,India,2.2615269978777355,TikTok,4,Entertainment,32.31278076173045,1,8.231624569200884,Low,22.05311168206698
15,Male,Australia,4.238545585949319,TikTok,1,Entertainment,5.0,1,6.609589548526999,Medium,23.7264730376464
22,Female,USA,3.992301093825937,YouTube,1,Education,41.2883479437709,1,7.04623591733011,Medium,32.992969832286086
20,Female,India,1.6939921991169058,Snapchat,3,Entertainment,16.46839138319943,0,10.0,Low,77.66772965496506
16,Female,USA,2.6795196034940356,YouTube,5,Entertainment,21.97433193496141,1,6.812483022769868,Medium,62.827792417136266
26,Female,Brazil,3.1920997957010058,TikTok,2,Socializing,21.577472517947726,0,8.565805464637236,Medium,11.80366261354068
19,Female,USA,2.6403579517530016,TikTok,4,Socializing,35.40992827287221,0,7.18251505845775,Medium,47.40941270538713
22,Female,India,1.6714295250305722,Instagram,5,News,23.721250730913557,1,8.975002989155099,Low,1.125564632137717
24,Male,Canada,1.8983493156754465,Instagram,4,Education,28.918459696992755,1,10.0,Low,25.369844332802316
26,Female,Brazil,5.731860701351537,Twitter,5,Education,26.026850251044692,1,3.770950593420401,High,46.96319964756765
26,Male,USA,4.1925578874662115,YouTube,1,Entertainment,31.783001032013097,0,4.888543329695671,Medium,54.00707204177082
14,Male,USA,3.9041435711061228,YouTube,1,Socializing,5.0,1,5.73470017044235,Medium,2.3096340085175555
19,Female,Brazil,2.773443980506699,Twitter,2,Entertainment,39.650906132185284,1,7.242151463331501,Medium,30.350158539645044
17,Male,Germany,3.5994934872833624,YouTube,3,Socializing,34.17017455356931,0,6.804174388250409,Medium,18.839876169100283
17,Female,USA,5.063615821774206,YouTube,4,Socializing,8.564463212855959,0,5.548692025636698,High,83.70285875671969
18,Female,Brazil,3.0458266249728836,TikTok,2,Education,35.13889323076541,1,8.619080222990387,Medium,46.4127489493166
25,Female,India,5.112561662691074,Twitter,1,Entertainment,10.89683229925091,0,5.081824772338758,High,43.76060590222252
21,Male,India,6.228994893302739,Instagram,1,Socializing,12.395365109292879,1,5.656087953906841,High,48.3065010943979
26,Male,India,4.288430039529483,Instagram,5,Entertainment,28.79948051370542,1,6.864626517136582,Medium,77.3778554484963
18,Female,India,4.253196485550316,Instagram,2,Entertainment,9.979303780648547,1,7.466825334850263,Medium,69.17092833137738
24,Other,India,2.087754117383157,Snapchat,2,Entertainment,17.53354959799294,0,7.181753750695638,Low,0.0
25,Female,Brazil,5.28992752467912,Instagram,3,Education,32.189205023953505,1,7.510715029624691,High,17.424251670853085
27,Female,USA,1.0642377356300097,TikTok,4,Education,33.30642349746151,0,9.977590793310425,Low,20.325818738178775
26,Male,Germany,3.6400361793299396,Instagram,2,Entertainment,31.751676650612275,1,7.784131304926301,Medium,31.937699440547192
20,Female,USA,2.4492577879677704,Instagram,3,Education,26.17010426600086,0,7.20801864961401,Low,89.47916912449445
19,Male,Australia,1.6284092897266884,Instagram,5,Education,36.82206753362031,0,8.641752203610345,Low,44.13818397322214
21,Female,Australia,4.361890704042291,Instagram,4,Socializing,5.0,0,5.072381607603637,Medium,66.13586991904188
16,Male,USA,3.8074620951611333,Instagram,1,Entertainment,32.5037563703591,1,8.345896103868348,Medium,21.997907480616192
14,Male,UK,1.528928151202669,TikTok,1,News,17.273252265720444,0,7.839081432750762,Low,20.827473654154527
19,Female,Brazil,4.024204557894036,Instagram,2,News,36.27145532888192,0,7.378842909098883,Medium,0.0
18,Female,India,4.3305705254383495,TikTok,3,Education,14.387384750176404,1,6.683346538564031,Medium,44.747250814533665
13,Male,USA,3.0877902703683624,YouTube,2,Entertainment,39.379821151971406,1,6.860730695985893,Medium,47.28596188036771
23,Female,India,5.075517357780049,Instagram,3,Entertainment,34.58653601430986,0,6.195078892965277,High,66.62617183257476
21,Male,Brazil,3.3648012161151137,YouTube,1,Entertainment,12.403935451203647,0,8.058538486889484,Medium,63.352024760521815
21,Male,Australia,3.4155833323912144,TikTok,4,Entertainment,25.252407310872908,0,8.33533660323969,Medium,33.03999820368632
24,Female,USA,4.380331597971723,Snapchat,3,Content Creation,25.775454579618213,0,6.680350506596095,Medium,53.734438821931306
14,Male,Canada,5.176029264819587,YouTube,5,News,16.062620677869198,0,6.568293783713715,High,38.36921872780742
15,Female,Germany,1.622404776153727,TikTok,4,Socializing,32.95450166839337,1,7.51940293193336,Low,53.857855903444296
17,Female,UK,3.698045529769086,TikTok,5,Entertainment,36.12908644831752,1,8.237495146785985,Medium,42.52820604259863
17,Female,Brazil,4.237762517222146,YouTube,1,Socializing,27.758403500437748,1,6.905314014462204,Medium,63.767136811103924
27,Male,India,4.639412404809169,TikTok,3,Content Creation,23.929170137705082,0,6.267116103765013,Medium,11.54868206810341
13,Male,India,2.628653721819179,YouTube,2,Entertainment,39.585403030592374,0,7.4122795372305825,Medium,31.676716779884345
20,Female,India,2.7892561338469264,Twitter,3,Education,39.60936049231158,0,7.9676129878000435,Medium,75.22012437120091
24,Female,India,2.5654369615589516,TikTok,3,Education,22.43094154563521,1,6.844616115558803,Medium,53.77630721795926
20,Male,Brazil,4.304434519936726,TikTok,4,Entertainment,21.992424360962364,1,7.853292515315052,Medium,37.512630624642625
16,Female,India,3.298301773633338,Instagram,2,Socializing,25.24834907995532,1,6.919268322909831,Medium,15.254574107240252
25,Male,UK,5.1657319511351725,TikTok,2,Education,29.420344504084554,0,6.090739469071277,High,65.73477619107126
19,Female,USA,3.0470409132993046,TikTok,1,Socializing,30.213369526510533,1,8.665777917012901,Medium,5.247141659440118
27,Female,UK,3.4963181607361693,Instagram,2,Socializing,13.262543942711424,0,9.012400132337186,Medium,43.34360632669549
27,Female,Brazil,3.9963472277732834,Instagram,1,Entertainment,15.081267570600525,1,6.687849160261111,Medium,34.52724368295085
23,Female,India,3.6171878496551715,Instagram,5,News,36.75082084504884,1,6.995313412024949,Medium,38.21987490981961
22,Male,USA,5.965124729744943,Instagram,2,Socializing,23.561493511577503,1,5.166114478833618,High,29.89339804198814
15,Female,USA,2.031933761743986,Instagram,2,News,23.43838085623341,1,9.487567067792432,Low,26.779656051545437
18,Male,UK,1.2261877991808428,Instagram,5,Socializing,30.830017525106882,1,8.176537558637627,Low,57.95244582498895
26,Male,USA,6.983100944665507,Instagram,1,Entertainment,23.543941143199206,1,4.812304088942012,High,2.9623783856329595
22,Male,India,2.6815792073958695,Snapchat,3,Education,39.25096613359315,1,8.589726214105484,Medium,42.79942635056794
25,Female,USA,2.9544534983480677,Instagram,5,Content Creation,36.27465607638524,0,7.830708485366249,Medium,44.872825037869866
22,Male,UK,3.947610465808302,Instagram,5,News,13.232881961630163,1,6.561524031679961,Medium,14.285589655400337
24,Male,Canada,3.672741702900835,TikTok,5,Entertainment,31.21165215795929,1,6.616485936028391,Medium,34.20246673373572
26,Female,USA,2.7254762095168306,Instagram,2,Socializing,29.217549477440205,1,7.430492785130189,Medium,25.745405102569464
21,Male,India,2.515152931901075,YouTube,1,Content Creation,39.43054176546039,0,6.5029731110722215,Medium,7.88739807565166
13,Female,Germany,5.218155472331069,Instagram,4,Socializing,35.574388835667776,1,4.219306264825382,High,59.981041062546225
17,Female,Australia,4.7062127576577915,TikTok,1,Education,17.067903965390354,1,6.684965190435045,Medium,3.335835310428152
16,Female,Germany,0.907850597379321,Instagram,2,Entertainment,41.39587299418535,0,9.126550015418715,Low,38.18266269119452
20,Male,Germany,3.791734704116168,Twitter,3,News,15.656196967598806,0,7.807850407295307,Medium,45.41927195205852
23,Other,Brazil,4.016341094037596,YouTube,4,Socializing,5.0,1,7.526157397683611,Medium,25.66516056375631
24,Male,Germany,3.692666741600067,YouTube,1,News,42.240201805974465,0,6.537768188483544,Medium,44.12796950141892
13,Male,USA,1.7833209523754046,Instagram,4,Socializing,34.99450642919044,1,8.362286857305374,Low,48.616498078973486
21,Male,UK,1.3415387122476616,Twitter,3,Socializing,16.862394242958036,0,8.148828277414403,Low,59.177092260597846
18,Female,USA,1.5992272413018633,Instagram,1,Entertainment,43.11905725489153,0,7.698670572091643,Low,28.72442950022375
16,Female,Canada,5.390709331494737,TikTok,3,Entertainment,30.647000846833098,1,5.020496159928028,High,26.70383180432473
24,Male,India,4.985114059956414,TikTok,5,Entertainment,24.67716686007908,0,5.565390944040821,Medium,10.818089203909249
21,Female,UK,4.745835585584321,Instagram,1,Socializing,8.16023707156091,1,5.562920133203256,Medium,27.919017002184155
23,Female,Canada,0.6478011332863067,Instagram,1,Socializing,40.51059137584011,1,9.882675677608752,Low,55.61712357156528
17,Male,USA,3.963364227774206,Snapchat,2,Socializing,32.94502575434035,0,6.870099383043857,Medium,17.380059280017186
27,Male,UK,8.328302730966016,Instagram,4,Entertainment,5.0,0,3.8402177585779054,High,57.552845002994076
17,Female,India,2.0987286546583332,Twitter,4,Socializing,41.42054110607023,1,8.59375149908192,Low,57.772910057460905
24,Female,Germany,1.9247440360576875,YouTube,4,Socializing,39.95776202179965,1,8.79904565672578,Low,15.281489320350143
17,Male,Canada,5.176703880112712,Instagram,3,Socializing,18.312053555406102,1,5.224561297823176,High,21.55263404884629
13,Female,India,4.090282381640286,YouTube,1,Entertainment,28.287275082867268,1,8.011258323327112,Medium,42.416330983376646
13,Male,Germany,3.0172115825499644,Instagram,5,Education,27.65424619986046,1,8.217311828891752,Medium,36.15615056815631
20,Female,USA,6.358088612251182,TikTok,5,Content Creation,25.702368222722917,0,4.958305313983515,High,46.490291450980266
24,Female,USA,6.654186653897057,TikTok,4,Socializing,36.15923019584717,0,4.614369131700822,High,26.63916475196082
20,Male,Canada,2.116169814552082,Instagram,1,Entertainment,21.70876764344559,1,7.306088633023871,Low,13.02981908994461
24,Male,UK,2.3259617763775537,TikTok,2,Entertainment,5.0,1,6.969979643664672,Low,15.164870999041643
27,Male,Australia,2.2028257869544166,YouTube,2,Socializing,15.222053907483366,0,9.25546226868855,Low,22.41817220727183
27,Male,India,2.691807840985904,Instagram,2,Socializing,50.34185424463074,1,7.550749423108065,Medium,59.6985297844929
18,Male,India,4.0410454087804695,Instagram,2,Entertainment,40.32366128944364,0,6.133103860471665,Medium,41.34348682354984
24,Female,Canada,4.091010683551455,Instagram,5,Socializing,16.83668636533406,0,6.169822908298425,Medium,48.682135932056326
23,Female,Australia,3.2812538821355144,TikTok,2,Entertainment,23.876255142171104,0,6.250011536425305,Medium,42.11204496121833
25,Male,Australia,3.7424637226686874,TikTok,5,Entertainment,23.84702392793334,1,8.839687060857445,Medium,51.43913144337532
16,Female,India,2.0773536738478753,YouTube,3,Entertainment,39.93355797825903,1,8.330079755547892,Low,55.35387343367225
14,Female,USA,3.244815584670254,Instagram,5,Education,18.1462990990799,0,8.975952516965215,Medium,13.92615578946696
26,Other,USA,5.360802180211097,Twitter,4,Socializing,33.76948248116152,0,6.491555453684525,High,52.770881288711934
14,Female,India,1.9914407543023684,Instagram,4,Entertainment,20.712250494895308,1,9.41874819965375,Low,52.45740211306123
21,Male,USA,3.6471659826890375,Snapchat,2,Entertainment,6.443889085320301,0,6.497838546916453,Medium,12.224753911357688
27,Male,Australia,3.63946139467902,Instagram,1,Socializing,29.153059165136483,1,8.04949606247021,Medium,51.35086858454286
17,Female,USA,3.440019064422299,Twitter,5,Entertainment,17.233905402056756,1,7.059902228047579,Medium,37.03018051293491
16,Female,Brazil,5.158686639123037,YouTube,5,Education,33.74431095100037,1,5.48380579004432,High,34.60227690554193
22,Male,UK,2.6827750225791216,YouTube,4,Socializing,20.520466510804415,1,8.788774650653007,Medium,19.308069071277814
25,Male,Australia,3.945568263998503,Instagram,1,Socializing,33.59673842162346,0,5.8605555377735605,Medium,42.981017085502515
13,Male,Brazil,4.055703166618673,Instagram,5,Entertainment,33.00515151522431,0,5.893586165371228,Medium,70.33501552099878
19,Female,USA,3.970723967673263,Instagram,3,Entertainment,30.444539233816094,1,5.24172774228047,Medium,60.443263096722674
15,Male,Canada,3.408495363714892,TikTok,5,Entertainment,33.88689870872318,1,7.644223312466024,Medium,54.13335318086869
18,Female,Germany,4.179540856692628,Instagram,3,Entertainment,22.224233376812496,1,7.560061916102423,Medium,61.78972600772213
17,Female,India,1.2455421674134124,YouTube,2,Education,31.268787816853052,0,8.764015594132259,Low,0.0
17,Male,India,0.5,YouTube,1,Education,17.461473154503537,1,9.414654737377703,Low,34.74481510903955
23,Female,India,5.836038285498887,TikTok,5,Entertainment,31.200916554188474,0,5.132373090599557,High,57.754741286870484
17,Female,USA,4.155323679387269,YouTube,5,Socializing,23.249191926278343,1,7.0611119617449205,Medium,47.03327488493519
13,Female,India,3.02223643358538,TikTok,4,Education,27.561545668990895,0,6.401578680091904,Medium,71.1214444111517
13,Female,Brazil,4.100987209351212,Snapchat,2,Content Creation,28.016219241303958,1,5.989465579887776,Medium,15.711096998035067
15,Male,India,4.586331766404493,YouTube,2,Entertainment,34.6436207016432,1,5.903925867974128,Medium,32.3260785581665
26,Male,India,3.62497980997572,TikTok,1,Education,32.427618114411786,1,5.829117104169335,Medium,28.655762296627096
24,Male,Canada,2.452057935446855,Instagram,5,Socializing,38.155017770977096,1,7.979834949295961,Low,44.28539315360577
22,Female,UK,4.812743226253125,TikTok,2,Entertainment,7.247049405677423,1,5.801729378024452,Medium,35.67969571334079
16,Female,UK,1.4764958532183927,YouTube,3,News,31.371944815823,1,7.342940011208363,Low,39.95601007927146
